================================================================================
DiZO PROFILING SUMMARY - facebook/opt-350m
================================================================================

Model: facebook/opt-350m
Task: SST2
Batch Size: 4
Steps: 10

--- CPU Time (sorted by total time) ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total GFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           data_loading         0.00%       0.000us         0.00%       0.000us       0.000us     244.000us         0.00%     244.000us      24.400us           0 b           0 b           0 b           0 b            10            --  
                                  cudaStreamSynchronize         0.01%      15.784ms         0.01%      15.784ms       7.116us       1.932ms         0.00%       1.932ms       0.871us           0 b           0 b           0 b           0 b          2218            --  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           668            --  
                                  cudaStreamIsCapturing         0.01%      15.730ms         0.01%      15.730ms       0.293us      62.344ms         0.09%      62.344ms       1.160us        -176 b        -176 b           0 b           0 b         53757            --  
                                           aten::normal         0.04%      47.017ms         0.18%     219.434ms      14.139us       0.000us         0.00%      52.618ms       3.390us           0 b           0 b      24.71 Gb           0 b         15520            --  
                                          aten::normal_         0.07%      80.119ms         0.11%     131.517ms       8.433us      55.155ms         0.08%      57.208ms       3.668us           0 b           0 b           0 b           0 b         15596            --  
                                       cudaLaunchKernel         0.38%     458.148ms         0.38%     458.148ms       3.450us      82.417ms         0.12%      82.554ms       0.622us           0 b           0 b           0 b           0 b        132786            --  
                                        zo_perturb_+eps         0.00%       0.000us         0.00%       0.000us       0.000us     243.276ms         0.37%     243.276ms      24.328ms           0 b           0 b           0 b           0 b            10            --  
void at::native::(anonymous namespace)::distribution...         0.00%       0.000us         0.00%       0.000us       0.000us      55.155ms         0.08%      55.155ms       3.536us           0 b           0 b           0 b           0 b         15596            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      49.623ms         0.07%      49.623ms       1.827us           0 b           0 b           0 b           0 b         27160            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      31.497ms         0.05%      31.497ms       2.028us           0 b           0 b           0 b           0 b         15530            --  
                               TorchDynamo Cache Lookup         0.00%       2.634ms         0.00%       2.634ms      94.071us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            28            --  
                                                 detach         0.00%       4.666ms         0.00%       4.666ms       0.666us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          7008            --  
                                         prims::view_of         0.30%     359.073ms         0.39%     464.135ms      17.083us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b         27169            --  
                                             aten::set_         0.54%     640.351ms         0.58%     692.031ms       5.453us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b        126908            --  
                                        aten::embedding         0.01%      17.566ms         0.03%      41.460ms     460.667us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            90            --  
                                            aten::index         0.00%       5.584ms         0.01%      17.459ms     646.630us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            27            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 119.687s
Self CUDA time total: 66.555s
