================================================================================
DiZO PROFILING SUMMARY - facebook/opt-6.7b
================================================================================

Model: facebook/opt-6.7b
Task: SST2
Batch Size: 4
Steps: 10

--- CPU Time (sorted by total time) ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        training_step_7         0.00%     835.000us        10.68%       18.512s       18.512s       0.000us         0.00%        1.011s        1.011s           0 b           0 b      16.88 Mb           0 b             1            --  
                      Scheduler.__init__ (dynamo_timed)        10.45%       18.111s        10.46%       18.128s        2.014s       0.000us         0.00%       0.000us       0.000us           0 b           0 b        -512 b        -512 b             9            --  
                                        training_step_5         0.00%     513.000us        10.41%       18.045s       18.045s       0.000us         0.00%     714.031ms     714.031ms           0 b           0 b       5.40 Mb           0 b             1            --  
                       Scheduler.codegen (dynamo_timed)         8.65%       15.004s         9.20%       15.957s        1.773s       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             9            --  
                                           aten::linear         1.89%        3.271s         7.72%       13.379s       2.568ms       0.000us         0.00%     990.000us       0.190us           0 b           0 b      82.02 Mb           0 b          5210            --  
                                             aten::view         3.41%        5.911s         6.06%       10.497s     138.038us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      -8.00 Kb      -3.50 Kb         76046            --  
                                               aten::to         0.74%        1.288s         5.50%        9.528s     358.350us       0.000us         0.00%       2.060ms       0.077us      11.45 Kb        1020 b     365.50 Kb      11.50 Kb         26588            --  
                                            aten::addmm         1.65%        2.858s         5.21%        9.036s     390.815us     493.812ms         0.47%     556.703ms      24.077us           0 b         152 b      15.95 Gb      15.95 Gb         23122    170087.684  
                                         aten::_to_copy         0.71%        1.232s         4.76%        8.252s     325.403us       0.000us         0.00%       2.251ms       0.089us      11.54 Kb       1.69 Kb     367.50 Kb           0 b         25358            --  
                            prims::convert_element_type         2.67%        4.637s         4.70%        8.149s     192.761us       0.000us         0.00%     192.000us       0.005us           0 b           0 b      48.00 Kb    -156.00 Kb         42274            --  
                                  Torch-Compiled Region         0.08%     133.035ms         3.62%        6.277s     313.853ms        1.480s         1.40%        5.194s     259.722ms           0 b           0 b       1.11 Gb       1.11 Gb            20            --  
CachingAutotuner.benchmark_all_configs (dynamo_timed...         1.03%        1.779s         3.45%        5.972s     132.721ms       0.000us         0.00%        3.553s      78.958ms           0 b    -212.60 Kb           0 b     -66.71 Gb            45            --  
                                                aten::t         0.64%        1.109s         2.79%        4.841s     555.722us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     -34.00 Kb           0 b          8711            --  
                                        aten::transpose         0.58%        1.012s         2.68%        4.651s     434.530us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     -66.00 Kb           0 b         10703            --  
                                aten::native_layer_norm         0.44%     757.709ms         2.68%        4.638s       2.589ms       0.000us         0.00%       0.000us       0.000us           0 b        1000 b     -11.50 Kb           0 b          1791            --  
                                       aten::layer_norm         0.26%     450.337ms         2.52%        4.370s       2.490ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b     -11.50 Kb           0 b          1755            --  
                                  cudaDeviceSynchronize         2.11%        3.651s         2.11%        3.651s       5.679ms     962.000us         0.00%     962.000us       1.496us           0 b           0 b           0 b           0 b           643            --  
                                          aten::reshape         0.75%        1.294s         2.07%        3.588s     324.296us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     -32.50 Kb           0 b         11063            --  
                                          aten::permute         1.02%        1.774s         1.92%        3.333s     225.547us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     -34.50 Kb     -17.50 Kb         14778            --  
                                    aten::empty_strided         1.69%        2.928s         1.73%        2.997s       9.885us       0.000us         0.00%       0.000us       0.000us      55.50 Mb      55.50 Mb      39.69 Gb      39.69 Gb        303146            --  
                                            aten::clone         1.14%        1.981s         1.63%        2.826s      39.792us       0.000us         0.00%      58.006ms       0.817us      60.78 Mb       5.07 Mb      39.76 Gb     -40.37 Mb         71013            --  
                                               aten::mm         0.53%     919.261ms         1.61%        2.785s     299.071us     109.416ms         0.10%     135.512ms      14.554us           0 b           0 b      82.11 Mb      82.11 Mb          9311     66532.593  
                                              aten::bmm         0.71%        1.232s         1.48%        2.569s      83.814us      98.431ms         0.09%     175.541ms       5.727us           0 b           0 b      12.43 Gb      12.43 Gb         30653       836.248  
                                           aten::matmul         0.09%     162.282ms         1.45%        2.513s       1.433ms       0.000us         0.00%     990.000us       0.564us           0 b           0 b      82.11 Mb           0 b          1754            --  
                                              aten::add         1.00%        1.737s         1.44%        2.491s      87.860us     302.835ms         0.29%     315.072ms      11.114us     -10.23 Kb      -1.21 Kb     372.07 Gb     372.07 Gb         28350       204.278  
                                            aten::alias         0.31%     543.306ms         1.20%        2.079s      55.758us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      -2.00 Kb           0 b         37278            --  
                                         aten::var_mean         0.43%     748.908ms         1.05%        1.826s     517.573us       0.000us         0.00%       0.000us       0.000us           0 b      12.92 Kb           0 b           0 b          3528            --  
                                            aten::zero_         0.37%     636.115ms         0.82%        1.420s      11.852us       0.000us         0.00%        6.176s      51.557us         428 b         428 b           0 b           0 b        119786            --  
                                              aten::mul         0.52%     898.232ms         0.80%        1.387s      32.400us     593.389ms         0.56%     621.579ms      14.522us     -48.06 Kb     -46.11 Kb     868.17 Gb     868.17 Gb         42804       468.717  
                                       aten::contiguous         0.24%     409.847ms         0.68%        1.184s     181.243us       0.000us         0.00%      12.166ms       1.862us           0 b           0 b     972.98 Mb      51.52 Mb          6535            --  
                                          aten::softmax         0.06%     108.996ms         0.54%     937.236ms       1.085ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b     -39.50 Kb           0 b           864            --  
                                             aten::set_         0.49%     849.976ms         0.53%     921.462ms       5.488us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b        167920            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 173.364s
Self CUDA time total: 105.443s


--- CUDA Time (sorted by total time) ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total GFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
          create_aot_dispatcher_function (dynamo_timed)         0.00%       0.000us         0.00%       0.000us       0.000us       39.832s        37.78%       39.832s        4.426s           0 b           0 b           0 b           0 b             9            --  
                       GraphLowering.run (dynamo_timed)         0.00%       0.000us         0.00%       0.000us       0.000us       17.498s        16.59%       17.498s        1.944s           0 b           0 b           0 b           0 b             9            --  
         _compile.<locals>.compile_inner (dynamo_timed)         0.00%       0.000us         0.00%       0.000us       0.000us       14.929s        14.16%       14.929s        1.659s           0 b           0 b           0 b           0 b             9            --  
                                          ProfilerStep*         0.00%     337.000us       100.00%      173.364s       17.336s       0.000us         0.00%       11.153s        1.115s           0 b           0 b       3.84 Mb           0 b            10            --  
                                 zo_gradient_estimation         0.00%       1.690ms        99.71%      172.853s       17.285s       0.000us         0.00%       10.796s        1.080s           0 b           0 b       3.80 Mb     -14.50 Kb            10            --  
                                           zo_forward_1         0.04%      66.000ms        98.99%      171.619s       17.162s       0.000us         0.00%        9.361s     936.052ms           0 b         -56 b     -93.59 Mb    -619.01 Mb            10            --  
                                            aten::fill_         0.25%     430.232ms         0.45%     786.734ms       8.028us        6.084s         5.77%        6.179s      63.051us       1.12 Kb       1.12 Kb           0 b           0 b         97998            --  
                                            aten::zero_         0.37%     636.115ms         0.82%        1.420s      11.852us       0.000us         0.00%        6.176s      51.557us         428 b         428 b           0 b           0 b        119786            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us        6.066s         5.75%        6.066s      76.003us           0 b           0 b           0 b           0 b         79812            --  
    compile_fx.<locals>.fw_compiler_base (dynamo_timed)         0.00%       0.000us         0.00%       0.000us       0.000us        6.040s         5.73%        6.040s     671.162ms           0 b           0 b           0 b           0 b             9            --  
CachingAutotuner.benchmark_all_configs (dynamo_timed...         0.00%       0.000us         0.00%       0.000us       0.000us        5.817s         5.52%        5.817s     129.263ms           0 b           0 b           0 b           0 b            45            --  
                        compile_fx_inner (dynamo_timed)         0.00%       0.000us         0.00%       0.000us       0.000us        5.756s         5.46%        5.756s     639.545ms           0 b           0 b           0 b           0 b             9            --  
                                  Torch-Compiled Region         0.08%     133.035ms         3.62%        6.277s     313.853ms        1.480s         1.40%        5.194s     259.722ms           0 b           0 b       1.11 Gb       1.11 Gb            20            --  
         _compile.<locals>.compile_inner (dynamo_timed)         7.42%       12.865s        95.41%      165.406s       18.378s       0.000us         0.00%        4.264s     473.806ms           0 b     -60.76 Mb    -191.83 Mb    -192.12 Mb             9            --  
          OutputGraph.call_user_compiler (dynamo_timed)         1.18%        2.048s        85.85%      148.826s       16.536s       0.000us         0.00%        3.996s     444.017ms           0 b           0 b     192.00 Kb           0 b             9            --  
          create_aot_dispatcher_function (dynamo_timed)         5.26%        9.124s        84.66%      146.778s       16.309s       0.000us         0.00%        3.996s     444.017ms           0 b     -46.67 Kb     192.00 Kb    -296.00 Kb             9            --  
    compile_fx.<locals>.fw_compiler_base (dynamo_timed)         5.89%       10.213s        60.29%      104.518s       11.613s       0.000us         0.00%        3.993s     443.657ms           0 b    -157.10 Kb     -56.50 Kb     -58.36 Gb             9            --  
                                           zo_forward_1         0.00%       0.000us         0.00%       0.000us       0.000us        3.710s         3.52%        3.710s     370.999ms           0 b           0 b           0 b           0 b            10            --  
CachingAutotuner.benchmark_all_configs (dynamo_timed...         1.03%        1.779s         3.45%        5.972s     132.721ms       0.000us         0.00%        3.553s      78.958ms           0 b    -212.60 Kb           0 b     -66.71 Gb            45            --  
                                        training_step_3         0.00%     579.000us        11.59%       20.101s       20.101s       0.000us         0.00%        2.155s        2.155s           0 b           0 b      -3.80 Mb           0 b             1            --  
                                       training_step_11         0.00%     526.000us        11.40%       19.768s       19.768s       0.000us         0.00%        1.489s        1.489s           0 b           0 b     -29.18 Mb           0 b             1            --  
                                        training_step_8         0.00%     516.000us        11.60%       20.108s       20.108s       0.000us         0.00%        1.467s        1.467s           0 b           0 b     -14.58 Mb           0 b             1            --  
                                        training_step_4         0.00%     519.000us        11.01%       19.092s       19.092s       0.000us         0.00%        1.112s        1.112s           0 b           0 b       5.34 Mb           0 b             1            --  
                                        training_step_2         0.00%     611.000us        10.78%       18.685s       18.685s       0.000us         0.00%        1.043s        1.043s           0 b           0 b       1.53 Mb           0 b             1            --  
                                        training_step_7         0.00%     835.000us        10.68%       18.512s       18.512s       0.000us         0.00%        1.011s        1.011s           0 b           0 b      16.88 Mb           0 b             1            --  
                                        training_step_9         0.00%     567.000us        11.04%       19.147s       19.147s       0.000us         0.00%     997.562ms     997.562ms           0 b           0 b      -3.81 Mb           0 b             1            --  
                                        training_step_6         0.00%     532.000us        11.37%       19.714s       19.714s       0.000us         0.00%     990.999ms     990.999ms           0 b           0 b       2.27 Mb           0 b             1            --  
                                        training_step_5         0.00%     513.000us        10.41%       18.045s       18.045s       0.000us         0.00%     714.031ms     714.031ms           0 b           0 b       5.40 Mb           0 b             1            --  
                                          aten::normal_         0.07%     119.089ms         0.11%     194.219ms       9.360us     618.915ms         0.59%     653.259ms      31.482us           0 b           0 b           0 b           0 b         20750            --  
void at::native::(anonymous namespace)::distribution...         0.00%       0.000us         0.00%       0.000us       0.000us     628.263ms         0.60%     628.263ms      29.814us           0 b           0 b           0 b           0 b         21073            --  
                                           aten::normal         0.03%      60.651ms         0.18%     315.702ms      15.296us       0.000us         0.00%     625.067ms      30.284us           0 b           0 b     496.10 Gb           0 b         20640            --  
                                              aten::mul         0.52%     898.232ms         0.80%        1.387s      32.400us     593.389ms         0.56%     621.579ms      14.522us     -48.06 Kb     -46.11 Kb     868.17 Gb     868.17 Gb         42804       468.717  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     598.581ms         0.57%     598.581ms      16.425us           0 b           0 b           0 b           0 b         36444            --  
                                            aten::addmm         1.65%        2.858s         5.21%        9.036s     390.815us     493.812ms         0.47%     556.703ms      24.077us           0 b         152 b      15.95 Gb      15.95 Gb         23122    170087.684  
                                  zo_perturb_+eps_reset         0.08%     132.182ms         0.20%     351.109ms      35.111ms       0.000us         0.00%     469.387ms      46.939ms           0 b      13.81 Kb           0 b    -492.25 Gb            10            --  
                              triton__0d1d2d3d4d5d6e7de         0.00%       0.000us         0.00%       0.000us       0.000us     463.251ms         0.44%     463.251ms      77.635us           0 b           0 b           0 b           0 b          5967            --  
                             triton__0d1d2d3d4d5d6de7de         0.00%       0.000us         0.00%       0.000us       0.000us     461.353ms         0.44%     461.353ms      77.421us           0 b           0 b           0 b           0 b          5959            --  
                                  zo_perturb_+eps_reset         0.00%       0.000us         0.00%       0.000us       0.000us     460.372ms         0.44%     460.372ms      46.037ms           0 b           0 b           0 b           0 b            10            --  
                                        zo_perturb_+eps         0.00%       0.000us         0.00%       0.000us       0.000us     460.281ms         0.44%     460.281ms      46.028ms           0 b           0 b           0 b           0 b            10            --  
                                       zo_perturb_-2eps         0.00%       0.000us         0.00%       0.000us       0.000us     460.122ms         0.44%     460.122ms      46.012ms           0 b           0 b           0 b           0 b            10            --  
                               triton__0d1d2d3d4d5d67de         0.00%       0.000us         0.00%       0.000us       0.000us     456.329ms         0.43%     456.329ms      74.759us           0 b           0 b           0 b           0 b          6104            --  
                                        zo_perturb_+eps         0.07%     125.713ms         0.20%     340.910ms      34.091ms       0.000us         0.00%     440.761ms      44.076ms           0 b      12.77 Kb           0 b    -491.09 Gb            10            --  
                                       zo_perturb_-2eps         0.08%     137.476ms         0.21%     363.706ms      36.371ms       0.000us         0.00%     424.602ms      42.460ms           0 b      12.49 Kb     -32.00 Kb    -493.63 Gb            10            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     410.337ms         0.39%     410.337ms      19.564us           0 b           0 b           0 b           0 b         20974            --  
                                              zo_update         0.00%       0.000us         0.00%       0.000us       0.000us     366.903ms         0.35%     366.903ms      36.690ms           0 b           0 b           0 b           0 b            10            --  
                                    zo_parameter_update         0.00%       1.915ms         0.16%     276.803ms      27.680ms       0.000us         0.00%     357.232ms      35.723ms           0 b           0 b      32.00 Kb     -80.00 Kb            10            --  
                                              zo_update         0.05%      94.887ms         0.16%     274.888ms      27.489ms       0.000us         0.00%     357.232ms      35.723ms           0 b       6.76 Kb     112.00 Kb    -369.54 Gb            10            --  
                                              aten::add         1.00%        1.737s         1.44%        2.491s      87.860us     302.835ms         0.29%     315.072ms      11.114us     -10.23 Kb      -1.21 Kb     372.07 Gb     372.07 Gb         28350       204.278  
                                  cudaStreamIsCapturing         0.01%      22.144ms         0.01%      22.144ms       0.312us     284.369ms         0.27%     284.369ms       4.006us         -48 b         -48 b           0 b           0 b         70983            --  
                                   cudaEventElapsedTime         0.13%     230.898ms         0.13%     230.898ms       2.917us     275.127ms         0.26%     275.127ms       3.476us           0 b           0 b           0 b           0 b         79160            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 173.364s
Self CUDA time total: 105.443s


--- Memory Usage ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total GFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                              aten::mul         0.52%     898.232ms         0.80%        1.387s      32.400us     593.389ms         0.56%     621.579ms      14.522us     -48.06 Kb     -46.11 Kb     868.17 Gb     868.17 Gb         42804       468.717  
                                            aten::empty         0.24%     416.504ms         0.24%     419.214ms       5.096us       0.000us         0.00%       0.000us       0.000us     533.07 Kb     533.07 Kb     538.39 Gb     538.39 Gb         82261            --  
                                              aten::add         1.00%        1.737s         1.44%        2.491s      87.860us     302.835ms         0.29%     315.072ms      11.114us     -10.23 Kb      -1.21 Kb     372.07 Gb     372.07 Gb         28350       204.278  
                                              aten::sub         0.21%     363.342ms         0.36%     620.426ms      71.248us     101.293ms         0.10%     105.022ms      12.060us       1.98 Kb         -88 b     124.02 Gb     124.02 Gb          8708            --  
                                    aten::empty_strided         1.69%        2.928s         1.73%        2.997s       9.885us       0.000us         0.00%       0.000us       0.000us      55.50 Mb      55.50 Mb      39.69 Gb      39.69 Gb        303146            --  
                                            aten::addmm         1.65%        2.858s         5.21%        9.036s     390.815us     493.812ms         0.47%     556.703ms      24.077us           0 b         152 b      15.95 Gb      15.95 Gb         23122    170087.684  
                                              aten::cat         0.13%     220.514ms         0.16%     285.886ms      16.288us      75.571ms         0.07%     102.265ms       5.826us           0 b           0 b      14.85 Gb      14.85 Gb         17552            --  
                                              aten::bmm         0.71%        1.232s         1.48%        2.569s      83.814us      98.431ms         0.09%     175.541ms       5.727us           0 b           0 b      12.43 Gb      12.43 Gb         30653       836.248  
                                  Torch-Compiled Region         0.08%     133.035ms         3.62%        6.277s     313.853ms        1.480s         1.40%        5.194s     259.722ms           0 b           0 b       1.11 Gb       1.11 Gb            20            --  
                                     aten::_log_softmax         0.00%     269.000us         0.00%     457.000us      22.850us     235.000us         0.00%     235.000us      11.750us           0 b           0 b     187.89 Mb     187.89 Mb            20            --  
                                               aten::mm         0.53%     919.261ms         1.61%        2.785s     299.071us     109.416ms         0.10%     135.512ms      14.554us           0 b           0 b      82.11 Mb      82.11 Mb          9311     66532.593  
                                        aten::new_empty         0.05%      79.238ms         0.13%     230.578ms      12.863us       0.000us         0.00%       0.000us       0.000us         128 b          87 b       1.61 Gb      62.79 Mb         17926            --  
                                       aten::contiguous         0.24%     409.847ms         0.68%        1.184s     181.243us       0.000us         0.00%      12.166ms       1.862us           0 b           0 b     972.98 Mb      51.52 Mb          6535            --  
                                       aten::empty_like         0.03%      49.646ms         0.07%     117.813ms       6.678us       0.000us         0.00%       0.000us       0.000us     195.88 Kb      43.77 Kb       1.82 Gb      42.54 Mb         17641            --  
                                      aten::log_softmax         0.00%     133.000us         0.00%     565.000us      28.250us       0.000us         0.00%     213.000us      10.650us           0 b           0 b     187.89 Mb      14.19 Mb            20            --  
                                               aten::eq         0.01%      13.405ms         0.01%      20.429ms      22.649us     939.000us         0.00%       2.332ms       2.585us           0 b           0 b     667.00 Kb     667.00 Kb           902            --  
                                              aten::all         0.01%      13.709ms         0.02%      28.763ms      27.524us     617.000us         0.00%       1.882ms       1.801us         -71 b         -71 b     441.00 Kb     441.00 Kb          1045            --  
                                          aten::resize_         0.00%       1.018ms         0.00%       1.018ms       4.648us       0.000us         0.00%       0.000us       0.000us     360.58 Kb     360.58 Kb     139.00 Kb     139.00 Kb           219            --  
                                 aten::nll_loss_forward         0.00%     330.000us         0.00%     513.000us      25.650us      45.000us         0.00%      45.000us       2.250us           0 b           0 b      20.00 Kb      20.00 Kb            20            --  
                                               aten::to         0.74%        1.288s         5.50%        9.528s     358.350us       0.000us         0.00%       2.060ms       0.077us      11.45 Kb        1020 b     365.50 Kb      11.50 Kb         26588            --  
                                           aten::cumsum         0.00%       8.551ms         0.01%      21.187ms     336.302us      17.000us         0.00%      19.000us       0.302us           0 b           0 b       9.00 Kb       9.00 Kb            63            --  
                                               aten::lt         0.01%      12.321ms         0.02%      28.586ms     453.746us      17.000us         0.00%      18.000us       0.286us           0 b           0 b       8.50 Kb       8.50 Kb            63            --  
                                              aten::div         0.05%      92.717ms         0.08%     137.139ms     153.743us      10.000us         0.00%      10.000us       0.011us           0 b           0 b       5.00 Kb       5.00 Kb           892            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     598.581ms         0.57%     598.581ms      16.425us           0 b           0 b           0 b           0 b         36444            --  
                                          ProfilerStep*         0.00%     337.000us       100.00%      173.364s       17.336s       0.000us         0.00%       11.153s        1.115s           0 b           0 b       3.84 Mb           0 b            10            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     410.337ms         0.39%     410.337ms      19.564us           0 b           0 b           0 b           0 b         20974            --  
                                        training_step_2         0.00%     611.000us        10.78%       18.685s       18.685s       0.000us         0.00%        1.043s        1.043s           0 b           0 b       1.53 Mb           0 b             1            --  
enumerate(DataLoader)#_SingleProcessDataLoaderIter._...         0.00%       1.493ms         0.00%       2.478ms     247.800us       0.000us         0.00%       0.000us       0.000us      15.88 Kb      -1.22 Kb           0 b           0 b            10            --  
void at::native::(anonymous namespace)::distribution...         0.00%       0.000us         0.00%       0.000us       0.000us     628.263ms         0.60%     628.263ms      29.814us           0 b           0 b           0 b           0 b         21073            --  
                                             aten::full         0.02%      41.988ms         0.04%      61.705ms     118.436us       0.000us         0.00%     109.000us       0.209us      15.88 Kb       4.12 Kb      32.50 Kb           0 b           521            --  
                                            aten::fill_         0.25%     430.232ms         0.45%     786.734ms       8.028us        6.084s         5.77%        6.179s      63.051us       1.12 Kb       1.12 Kb           0 b           0 b         97998            --  
                                           aten::select         0.00%       7.956ms         0.01%      11.658ms       6.616us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          1762            --  
                                       aten::as_strided         0.16%     279.290ms         0.16%     280.204ms       2.663us       0.000us         0.00%       0.000us       0.000us        -465 b        -465 b           0 b           0 b        105223            --  
                                            aten::slice         0.09%     148.773ms         0.15%     251.391ms      11.148us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b         22551            --  
                                            aten::copy_         0.11%     182.634ms         0.22%     374.162ms       6.236us      44.295ms         0.04%      67.297ms       1.122us      65.92 Kb      65.83 Kb           0 b           0 b         60000            --  
                                         aten::_to_copy         0.71%        1.232s         4.76%        8.252s     325.403us       0.000us         0.00%       2.251ms       0.089us      11.54 Kb       1.69 Kb     367.50 Kb           0 b         25358            --  
                                        cudaMemcpyAsync         0.09%     156.612ms         0.09%     156.612ms       8.412us      19.793ms         0.02%      19.793ms       1.063us           0 b           0 b           0 b           0 b         18617            --  
                                  cudaStreamSynchronize         0.15%     266.015ms         0.15%     266.015ms      95.209us       3.139ms         0.00%       3.139ms       1.123us           0 b           0 b           0 b           0 b          2794            --  
                                           data_loading         0.00%       0.000us         0.00%       0.000us       0.000us     316.000us         0.00%     316.000us      31.600us           0 b           0 b           0 b           0 b            10            --  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       1.000us         0.00%       1.000us       0.001us           0 b           0 b           0 b           0 b           884            --  
                                  cudaStreamIsCapturing         0.01%      22.144ms         0.01%      22.144ms       0.312us     284.369ms         0.27%     284.369ms       4.006us         -48 b         -48 b           0 b           0 b         70983            --  
                                           aten::normal         0.03%      60.651ms         0.18%     315.702ms      15.296us       0.000us         0.00%     625.067ms      30.284us           0 b           0 b     496.10 Gb           0 b         20640            --  
                                          aten::normal_         0.07%     119.089ms         0.11%     194.219ms       9.360us     618.915ms         0.59%     653.259ms      31.482us           0 b           0 b           0 b           0 b         20750            --  
