step,baseline_loss,flat_buffer_loss,loss_diff,baseline_grad,flat_buffer_grad,grad_diff
969,5.46093750,5.45703125,3.90625000e-03,130.87500000,128.87500000,2.00000000e+00
970,3.57031250,3.55468750,1.56250000e-02,-74.18750000,-74.18750000,0.00000000e+00
971,3.04687500,3.03515625,1.17187500e-02,139.62500000,149.37500000,9.75000000e+00
972,5.17578125,5.21875000,4.29687500e-02,56.62500000,50.78125000,5.84375000e+00
973,4.55468750,4.56250000,7.81250000e-03,-101.56250000,-95.68750000,5.87500000e+00
974,5.46093750,5.46875000,7.81250000e-03,181.62500000,181.62500000,0.00000000e+00
975,4.39062500,4.36718750,2.34375000e-02,76.18750000,66.37500000,9.81250000e+00
976,7.90234375,7.86328125,3.90625000e-02,-439.50000000,-463.00000000,2.35000000e+01
977,6.96484375,6.99218750,2.73437500e-02,220.75000000,207.00000000,1.37500000e+01
978,3.27734375,3.26171875,1.56250000e-02,-162.12500000,-162.12500000,0.00000000e+00
979,3.74218750,3.75000000,7.81250000e-03,129.87500000,125.00000000,4.87500000e+00
980,3.86718750,3.85156250,1.56250000e-02,134.75000000,143.50000000,8.75000000e+00
981,5.10156250,5.13671875,3.51562500e-02,242.12500000,255.87500000,1.37500000e+01
982,7.22265625,7.23828125,1.56250000e-02,64.43750000,52.71875000,1.17187500e+01
983,5.35937500,5.36718750,7.81250000e-03,130.87500000,134.75000000,3.87500000e+00
984,6.04296875,6.07812500,3.51562500e-02,37.09375000,39.06250000,1.96875000e+00
985,4.34375000,4.34765625,3.90625000e-03,-138.62500000,-142.62500000,4.00000000e+00
986,6.42968750,6.45312500,2.34375000e-02,103.50000000,105.43750000,1.93750000e+00
987,3.73632812,3.70898438,2.73437500e-02,-105.43750000,-126.00000000,2.05625000e+01
988,6.93750000,7.00781250,7.03125000e-02,195.25000000,199.25000000,4.00000000e+00
989,5.30468750,5.33203125,2.73437500e-02,-257.75000000,-267.50000000,9.75000000e+00
990,6.36718750,6.43750000,7.03125000e-02,144.50000000,154.25000000,9.75000000e+00
991,3.42773438,3.40625000,2.14843750e-02,-251.00000000,-254.87500000,3.87500000e+00
992,5.18750000,5.22265625,3.51562500e-02,-132.75000000,-126.93750000,5.81250000e+00
993,4.87500000,4.90625000,3.12500000e-02,216.75000000,224.62500000,7.87500000e+00
994,4.01562500,3.98046875,3.51562500e-02,-60.53125000,-78.12500000,1.75937500e+01
995,4.61718750,4.64062500,2.34375000e-02,-41.00000000,-42.96875000,1.96875000e+00
996,6.12500000,6.14843750,2.34375000e-02,168.00000000,162.12500000,5.87500000e+00
997,6.05078125,6.04687500,3.90625000e-03,134.75000000,121.06250000,1.36875000e+01
998,4.60156250,4.61328125,1.17187500e-02,-62.50000000,-72.25000000,9.75000000e+00
999,5.66406250,5.66015625,3.90625000e-03,-123.06250000,-130.87500000,7.81250000e+00
1000,4.05859375,4.05859375,0.00000000e+00,195.25000000,203.12500000,7.87500000e+00
1001,3.84960938,3.82812500,2.14843750e-02,92.75000000,95.68750000,2.93750000e+00
1002,5.15625000,5.15625000,0.00000000e+00,125.00000000,109.37500000,1.56250000e+01
1003,3.87890625,3.88085938,1.95312500e-03,-181.62500000,-174.75000000,6.87500000e+00
1004,3.57421875,3.56250000,1.17187500e-02,103.50000000,109.37500000,5.87500000e+00
1005,3.39453125,3.39453125,0.00000000e+00,-220.75000000,-214.87500000,5.87500000e+00
1006,4.73046875,4.69531250,3.51562500e-02,228.50000000,216.75000000,1.17500000e+01
1007,5.97656250,6.01171875,3.51562500e-02,-214.87500000,-212.87500000,2.00000000e+00
1008,4.81250000,4.86328125,5.07812500e-02,134.75000000,140.62500000,5.87500000e+00
1009,5.65625000,5.67968750,2.34375000e-02,195.25000000,201.12500000,5.87500000e+00
1010,6.95312500,6.96093750,7.81250000e-03,58.59375000,48.81250000,9.78125000e+00
1011,4.43750000,4.41796875,1.95312500e-02,343.75000000,349.50000000,5.75000000e+00
1012,4.86718750,4.80859375,5.85937500e-02,-236.37500000,-244.12500000,7.75000000e+00
1013,5.19531250,5.23437500,3.90625000e-02,-101.56250000,-87.87500000,1.36875000e+01
1014,5.07421875,5.06640625,7.81250000e-03,-115.25000000,-119.12500000,3.87500000e+00
1015,6.42578125,6.49218750,6.64062500e-02,-72.25000000,-70.31250000,1.93750000e+00
1016,3.89062500,3.87109375,1.95312500e-02,185.50000000,189.50000000,4.00000000e+00
1017,3.44335938,3.42187500,2.14843750e-02,135.75000000,129.87500000,5.87500000e+00
1018,4.74218750,4.74218750,0.00000000e+00,-27.34375000,-27.34375000,0.00000000e+00
1019,5.24609375,5.26171875,1.56250000e-02,-3.90625000,-1.95312500,1.95312500e+00
1020,3.46875000,3.47070312,1.95312500e-03,-75.18750000,-60.53125000,1.46562500e+01
1021,2.89257812,2.87890625,1.36718750e-02,81.06250000,87.87500000,6.81250000e+00
1022,4.98437500,5.04296875,5.85937500e-02,-126.93750000,-126.93750000,0.00000000e+00
1023,4.51171875,4.53906250,2.73437500e-02,-95.68750000,-82.00000000,1.36875000e+01
1024,5.25390625,5.27343750,1.95312500e-02,37.09375000,48.81250000,1.17187500e+01
1025,4.52343750,4.49218750,3.12500000e-02,293.00000000,285.25000000,7.75000000e+00
1026,8.40625000,8.41406250,7.81250000e-03,-66.37500000,-62.50000000,3.87500000e+00
1027,6.90625000,6.96093750,5.46875000e-02,224.62500000,238.25000000,1.36250000e+01
1028,3.19140625,3.18750000,3.90625000e-03,-205.12500000,-194.37500000,1.07500000e+01
1029,3.40625000,3.41796875,1.17187500e-02,-142.62500000,-144.50000000,1.87500000e+00
1030,3.61328125,3.58203125,3.12500000e-02,-81.06250000,-80.06250000,1.00000000e+00
1031,4.56250000,4.58593750,2.34375000e-02,-175.75000000,-171.87500000,3.87500000e+00
1032,6.67187500,6.71484375,4.29687500e-02,-461.00000000,-459.00000000,2.00000000e+00
1033,5.34765625,5.33203125,1.56250000e-02,216.75000000,199.25000000,1.75000000e+01
1034,5.59375000,5.62500000,3.12500000e-02,-283.25000000,-285.25000000,2.00000000e+00
1035,4.46875000,4.46484375,3.90625000e-03,56.62500000,44.90625000,1.17187500e+01
1036,6.55468750,6.56250000,7.81250000e-03,199.25000000,199.25000000,0.00000000e+00
1037,3.84960938,3.84179688,7.81250000e-03,108.37500000,115.25000000,6.87500000e+00
1038,7.02734375,7.10156250,7.42187500e-02,353.50000000,359.25000000,5.75000000e+00
1039,5.58203125,5.63281250,5.07812500e-02,210.87500000,210.87500000,0.00000000e+00
1040,6.14453125,6.20312500,5.85937500e-02,0.00000000,-7.81250000,7.81250000e+00
1041,3.48242188,3.46484375,1.75781250e-02,-221.62500000,-212.87500000,8.75000000e+00
1042,5.16406250,5.20312500,3.90625000e-02,15.62500000,21.48437500,5.85937500e+00
1043,4.43750000,4.46484375,2.73437500e-02,-74.18750000,-84.00000000,9.81250000e+00
1044,4.35546875,4.32031250,3.51562500e-02,285.25000000,259.75000000,2.55000000e+01
1045,4.33203125,4.36718750,3.51562500e-02,-259.75000000,-261.75000000,2.00000000e+00
1046,5.83593750,5.87500000,3.90625000e-02,44.90625000,50.78125000,5.87500000e+00
1047,5.65625000,5.68750000,3.12500000e-02,-148.37500000,-146.50000000,1.87500000e+00
1048,4.37109375,4.40234375,3.12500000e-02,-197.25000000,-197.25000000,0.00000000e+00
1049,5.81250000,5.82031250,7.81250000e-03,74.18750000,62.50000000,1.16875000e+01
1050,3.60351562,3.57421875,2.92968750e-02,-92.75000000,-102.56250000,9.81250000e+00
1051,3.68164062,3.66406250,1.75781250e-02,26.35937500,22.45312500,3.90625000e+00
1052,4.75390625,4.78906250,3.51562500e-02,-203.12500000,-199.25000000,3.87500000e+00
1053,3.86328125,3.85546875,7.81250000e-03,-123.06250000,-130.87500000,7.81250000e+00
1054,3.42968750,3.42187500,7.81250000e-03,62.50000000,73.25000000,1.07500000e+01
1055,3.44531250,3.42968750,1.56250000e-02,24.40625000,28.31250000,3.90625000e+00
1056,4.20703125,4.18359375,2.34375000e-02,-171.87500000,-175.75000000,3.87500000e+00
1057,6.12500000,6.16015625,3.51562500e-02,-23.43750000,-23.43750000,0.00000000e+00
1058,4.70703125,4.76171875,5.46875000e-02,66.37500000,60.53125000,5.84375000e+00
1059,5.45312500,5.49609375,4.29687500e-02,3.90625000,13.67187500,9.76562500e+00
1060,7.08593750,7.10156250,1.56250000e-02,222.62500000,207.00000000,1.56250000e+01
1061,3.58007812,3.56250000,1.75781250e-02,-397.50000000,-402.25000000,4.75000000e+00
1062,4.93750000,4.88671875,5.07812500e-02,-85.93750000,-89.81250000,3.87500000e+00
1063,5.27734375,5.29687500,1.95312500e-02,41.00000000,35.15625000,5.84375000e+00
1064,5.23437500,5.22656250,7.81250000e-03,117.18750000,105.43750000,1.17500000e+01
1065,6.15625000,6.22656250,7.03125000e-02,-134.75000000,-136.75000000,2.00000000e+00
1066,3.42187500,3.40039062,2.14843750e-02,-177.75000000,-169.87500000,7.87500000e+00
1067,3.42968750,3.41210938,1.75781250e-02,222.62500000,210.00000000,1.26250000e+01
1068,4.83593750,4.84375000,7.81250000e-03,76.18750000,78.12500000,1.93750000e+00
1069,5.14843750,5.16406250,1.56250000e-02,-85.93750000,-87.87500000,1.93750000e+00
1070,3.27539062,3.25976562,1.56250000e-02,-194.37500000,-202.12500000,7.75000000e+00
1071,2.80078125,2.78906250,1.17187500e-02,62.50000000,62.50000000,0.00000000e+00
1072,5.08203125,5.16015625,7.81250000e-02,84.00000000,82.00000000,2.00000000e+00
1073,4.82812500,4.85156250,2.34375000e-02,285.25000000,281.25000000,4.00000000e+00
1074,5.03515625,5.08984375,5.46875000e-02,-85.93750000,-58.59375000,2.73437500e+01
1075,4.49609375,4.49218750,3.90625000e-03,366.25000000,375.00000000,8.75000000e+00
1076,8.75000000,8.77343750,2.34375000e-02,382.75000000,396.50000000,1.37500000e+01
1077,6.87500000,6.93359375,5.85937500e-02,185.50000000,189.50000000,4.00000000e+00
1078,3.46484375,3.45312500,1.17187500e-02,179.62500000,177.75000000,1.87500000e+00
1079,3.20703125,3.21875000,1.17187500e-02,-294.00000000,-300.75000000,6.75000000e+00
1080,3.37304688,3.34375000,2.92968750e-02,-204.12500000,-209.00000000,4.87500000e+00
1081,4.32812500,4.33593750,7.81250000e-03,-306.75000000,-320.25000000,1.35000000e+01
1082,7.06640625,7.11718750,5.07812500e-02,64.43750000,62.50000000,1.93750000e+00
1083,4.95312500,4.97265625,1.95312500e-02,-76.18750000,-80.06250000,3.87500000e+00
1084,5.65234375,5.69531250,4.29687500e-02,29.29687500,15.62500000,1.36718750e+01
1085,4.22265625,4.24609375,2.34375000e-02,-25.39062500,-21.48437500,3.90625000e+00
1086,6.01171875,6.03125000,1.95312500e-02,-177.75000000,-179.62500000,1.87500000e+00
1087,3.86328125,3.86328125,0.00000000e+00,166.00000000,173.87500000,7.87500000e+00
1088,6.55468750,6.60937500,5.46875000e-02,-58.59375000,-78.12500000,1.95312500e+01
1089,5.21875000,5.25000000,3.12500000e-02,-46.87500000,-54.68750000,7.81250000e+00
1090,6.07812500,6.15234375,7.42187500e-02,-37.09375000,-46.87500000,9.78125000e+00
1091,3.51171875,3.50195312,9.76562500e-03,-50.78125000,-42.96875000,7.81250000e+00
1092,5.51562500,5.56250000,4.68750000e-02,355.50000000,355.50000000,0.00000000e+00
1093,4.38281250,4.42578125,4.29687500e-02,-13.67187500,-13.67187500,0.00000000e+00
1094,3.88281250,3.87890625,3.90625000e-03,89.81250000,84.93750000,4.87500000e+00
1095,4.40625000,4.45312500,4.68750000e-02,-103.50000000,-87.87500000,1.56250000e+01
1096,5.76562500,5.79687500,3.12500000e-02,101.56250000,95.68750000,5.87500000e+00
1097,5.68750000,5.69531250,7.81250000e-03,-62.50000000,-78.12500000,1.56250000e+01
1098,4.62500000,4.65234375,2.73437500e-02,160.12500000,160.12500000,0.00000000e+00
1099,5.67968750,5.71093750,3.12500000e-02,19.53125000,23.43750000,3.90625000e+00
1100,3.58007812,3.57031250,9.76562500e-03,-78.12500000,-74.18750000,3.93750000e+00
1101,3.66015625,3.67968750,1.95312500e-02,121.06250000,141.62500000,2.05625000e+01
1102,4.67968750,4.71093750,3.12500000e-02,-132.75000000,-136.75000000,4.00000000e+00
1103,3.63671875,3.63671875,0.00000000e+00,-275.50000000,-279.25000000,3.75000000e+00
1104,3.49218750,3.46875000,2.34375000e-02,169.87500000,158.25000000,1.16250000e+01
1105,3.29687500,3.29101562,5.85937500e-03,-113.25000000,-118.18750000,4.93750000e+00
1106,4.47656250,4.46875000,7.81250000e-03,168.00000000,168.00000000,0.00000000e+00
1107,6.12109375,6.15625000,3.51562500e-02,64.43750000,58.59375000,5.84375000e+00
1108,4.30078125,4.35546875,5.46875000e-02,-216.75000000,-218.75000000,2.00000000e+00
1109,5.34375000,5.36718750,2.34375000e-02,35.15625000,31.25000000,3.90625000e+00
1110,6.88281250,6.91406250,3.12500000e-02,91.81250000,95.68750000,3.87500000e+00
1111,3.96679688,3.96484375,1.95312500e-03,50.78125000,55.65625000,4.87500000e+00
1112,4.76562500,4.72656250,3.90625000e-02,-195.25000000,-183.62500000,1.16250000e+01
1113,5.15234375,5.17187500,1.95312500e-02,5.85937500,1.95312500,3.90625000e+00
1114,5.23046875,5.21093750,1.95312500e-02,166.00000000,160.12500000,5.87500000e+00
1115,6.37890625,6.46875000,8.98437500e-02,166.00000000,183.62500000,1.76250000e+01
1116,3.38671875,3.37695312,9.76562500e-03,-77.12500000,-67.37500000,9.75000000e+00
1117,2.79687500,2.79296875,3.90625000e-03,-367.25000000,-361.25000000,6.00000000e+00
1118,4.52343750,4.53906250,1.56250000e-02,-105.43750000,-103.50000000,1.93750000e+00
1119,5.21875000,5.23828125,1.95312500e-02,144.50000000,140.62500000,3.87500000e+00
1120,3.17187500,3.13671875,3.51562500e-02,-252.00000000,-264.75000000,1.27500000e+01
1121,2.82031250,2.80468750,1.56250000e-02,115.25000000,111.31250000,3.93750000e+00
1122,4.83593750,4.91406250,7.81250000e-02,-31.25000000,-35.15625000,3.90625000e+00
1123,4.48437500,4.51953125,3.51562500e-02,58.59375000,52.71875000,5.87500000e+00
1124,5.03125000,5.03125000,0.00000000e+00,-62.50000000,-72.25000000,9.75000000e+00
1125,4.25000000,4.23437500,1.56250000e-02,318.25000000,306.75000000,1.15000000e+01
1126,8.43750000,8.46875000,3.12500000e-02,375.00000000,394.50000000,1.95000000e+01
1127,6.79687500,6.85937500,6.25000000e-02,257.75000000,253.87500000,3.87500000e+00
1128,3.05468750,3.03515625,1.95312500e-02,-159.12500000,-169.87500000,1.07500000e+01
1129,3.24804688,3.25390625,5.85937500e-03,-133.75000000,-146.50000000,1.27500000e+01
1130,3.33203125,3.31640625,1.56250000e-02,-91.81250000,-89.81250000,2.00000000e+00
1131,4.42187500,4.45312500,3.12500000e-02,-103.50000000,-109.37500000,5.87500000e+00
1132,6.81250000,6.88281250,7.03125000e-02,-58.59375000,-54.68750000,3.90625000e+00
1133,4.80468750,4.82031250,1.56250000e-02,-154.25000000,-160.12500000,5.87500000e+00
1134,5.56250000,5.61718750,5.46875000e-02,-48.81250000,-58.59375000,9.78125000e+00
1135,4.20703125,4.23046875,2.34375000e-02,17.57812500,9.76562500,7.81250000e+00
1136,6.18750000,6.20312500,1.56250000e-02,-56.62500000,-62.50000000,5.87500000e+00
1137,3.83007812,3.82226562,7.81250000e-03,213.87500000,204.12500000,9.75000000e+00
1138,6.31250000,6.39062500,7.81250000e-02,-214.87500000,-214.87500000,0.00000000e+00
1139,5.06250000,5.16406250,1.01562500e-01,-64.43750000,-39.06250000,2.53750000e+01
1140,5.98828125,6.10937500,1.21093750e-01,-42.96875000,-27.34375000,1.56250000e+01
1141,3.63476562,3.62890625,5.85937500e-03,112.31250000,113.25000000,9.37500000e-01
1142,4.97656250,5.02343750,4.68750000e-02,5.85937500,-1.95312500,7.81250000e+00
1143,4.35156250,4.41796875,6.64062500e-02,-7.81250000,1.95312500,9.76562500e+00
1144,3.62109375,3.61328125,7.81250000e-03,-179.62500000,-201.12500000,2.15000000e+01
1145,4.46484375,4.52734375,6.25000000e-02,-39.06250000,-21.48437500,1.75781250e+01
1146,5.92187500,5.95312500,3.12500000e-02,291.00000000,289.00000000,2.00000000e+00
1147,5.35156250,5.40625000,5.46875000e-02,-363.25000000,-359.25000000,4.00000000e+00
1148,4.34765625,4.37890625,3.12500000e-02,13.67187500,5.85937500,7.81250000e+00
1149,5.51562500,5.52734375,1.17187500e-02,-74.18750000,-93.75000000,1.95625000e+01
1150,3.62109375,3.59765625,2.34375000e-02,84.00000000,71.31250000,1.26875000e+01
1151,3.23046875,3.22656250,3.90625000e-03,-250.00000000,-245.12500000,4.87500000e+00
1152,4.85546875,4.89062500,3.51562500e-02,109.37500000,109.37500000,0.00000000e+00
1153,3.63671875,3.66406250,2.73437500e-02,-136.75000000,-127.93750000,8.81250000e+00
1154,3.30078125,3.28125000,1.95312500e-02,116.18750000,109.37500000,6.81250000e+00
1155,3.35937500,3.34570312,1.36718750e-02,90.81250000,84.93750000,5.87500000e+00
1156,4.69921875,4.67187500,2.73437500e-02,377.00000000,371.00000000,6.00000000e+00
1157,5.99218750,6.03906250,4.68750000e-02,-23.43750000,-27.34375000,3.90625000e+00
1158,4.37890625,4.44140625,6.25000000e-02,-162.12500000,-158.25000000,3.87500000e+00
1159,5.34375000,5.39062500,4.68750000e-02,89.81250000,89.81250000,0.00000000e+00
1160,6.94140625,6.96875000,2.73437500e-02,248.00000000,240.25000000,7.75000000e+00
1161,4.09765625,4.09765625,0.00000000e+00,228.50000000,226.50000000,2.00000000e+00
1162,4.97656250,4.93750000,3.90625000e-02,62.50000000,66.37500000,3.87500000e+00
1163,5.25781250,5.28125000,2.34375000e-02,244.12500000,250.00000000,5.87500000e+00
1164,5.30078125,5.29296875,7.81250000e-03,330.00000000,330.00000000,0.00000000e+00
1165,6.20312500,6.29296875,8.98437500e-02,62.50000000,60.53125000,1.96875000e+00
1166,3.29101562,3.25976562,3.12500000e-02,-122.06250000,-128.87500000,6.81250000e+00
1167,3.19921875,3.19921875,0.00000000e+00,115.25000000,122.06250000,6.81250000e+00
1168,4.41015625,4.44140625,3.12500000e-02,-134.75000000,-119.12500000,1.56250000e+01
1169,4.95312500,4.99218750,3.90625000e-02,-39.06250000,-19.53125000,1.95312500e+01
1170,3.10546875,3.09375000,1.17187500e-02,-207.00000000,-199.25000000,7.75000000e+00
1171,2.33203125,2.33593750,3.90625000e-03,-195.25000000,-189.50000000,5.75000000e+00
1172,4.76562500,4.85546875,8.98437500e-02,-58.59375000,-54.68750000,3.90625000e+00
1173,4.33203125,4.36718750,3.51562500e-02,-7.81250000,0.00000000,7.81250000e+00
1174,5.02343750,5.04687500,2.34375000e-02,105.43750000,103.50000000,1.93750000e+00
1175,3.64257812,3.63281250,9.76562500e-03,-241.25000000,-250.00000000,8.75000000e+00
1176,8.68750000,8.71093750,2.34375000e-02,504.00000000,511.75000000,7.75000000e+00
1177,6.39453125,6.47656250,8.20312500e-02,-123.06250000,-121.06250000,2.00000000e+00
1178,3.22265625,3.23046875,7.81250000e-03,86.93750000,89.81250000,2.87500000e+00
1179,3.36914062,3.38671875,1.75781250e-02,-5.85937500,-7.81250000,1.95312500e+00
1180,3.47265625,3.45703125,1.56250000e-02,72.25000000,80.06250000,7.81250000e+00
1181,4.59375000,4.64453125,5.07812500e-02,132.75000000,136.75000000,4.00000000e+00
1182,7.08593750,7.14843750,6.25000000e-02,189.50000000,189.50000000,0.00000000e+00
1183,5.26562500,5.26953125,3.90625000e-03,345.75000000,336.00000000,9.75000000e+00
1184,5.71093750,5.78125000,7.03125000e-02,93.75000000,89.81250000,3.93750000e+00
1185,4.12890625,4.16406250,3.51562500e-02,29.29687500,35.15625000,5.85937500e+00
1186,6.45312500,6.46093750,7.81250000e-03,252.00000000,234.37500000,1.76250000e+01
1187,3.25000000,3.22656250,2.34375000e-02,-287.00000000,-293.00000000,6.00000000e+00
1188,6.82421875,6.89062500,6.64062500e-02,353.50000000,339.75000000,1.37500000e+01
1189,5.10546875,5.14062500,3.51562500e-02,5.85937500,-11.71875000,1.75781250e+01
1190,6.17968750,6.27343750,9.37500000e-02,207.00000000,199.25000000,7.75000000e+00
1191,3.41015625,3.37695312,3.32031250e-02,-107.43750000,-113.25000000,5.81250000e+00
1192,4.98046875,5.03906250,5.85937500e-02,48.81250000,42.96875000,5.84375000e+00
1193,4.06250000,4.13281250,7.03125000e-02,-152.37500000,-138.62500000,1.37500000e+01
1194,3.74218750,3.76171875,1.95312500e-02,-7.81250000,-0.97656250,6.83593750e+00
1195,4.42968750,4.50000000,7.03125000e-02,-7.81250000,17.57812500,2.53906250e+01
1196,5.75390625,5.78906250,3.51562500e-02,134.75000000,128.87500000,5.87500000e+00
1197,5.67187500,5.71484375,4.29687500e-02,115.25000000,113.25000000,2.00000000e+00
1198,4.60156250,4.63671875,3.51562500e-02,324.25000000,320.25000000,4.00000000e+00
1199,5.64062500,5.68750000,4.68750000e-02,105.43750000,117.18750000,1.17500000e+01
1200,3.52343750,3.50390625,1.95312500e-02,55.65625000,46.87500000,8.78125000e+00
1201,3.15625000,3.14062500,1.56250000e-02,-240.25000000,-242.12500000,1.87500000e+00
1202,4.45703125,4.50781250,5.07812500e-02,-212.87500000,-205.12500000,7.75000000e+00
1203,3.45703125,3.46875000,1.17187500e-02,-222.62500000,-220.75000000,1.87500000e+00
1204,2.82421875,2.78906250,3.51562500e-02,-213.87500000,-216.75000000,2.87500000e+00
1205,3.05859375,3.05664062,1.95312500e-03,-128.87500000,-127.93750000,9.37500000e-01
1206,4.30468750,4.28906250,1.56250000e-02,144.50000000,138.62500000,5.87500000e+00
1207,5.74218750,5.80468750,6.25000000e-02,-119.12500000,-99.62500000,1.95000000e+01
1208,4.47656250,4.53515625,5.85937500e-02,126.93750000,119.12500000,7.81250000e+00
1209,4.98437500,5.05468750,7.03125000e-02,-107.43750000,-105.43750000,2.00000000e+00
1210,6.36718750,6.40625000,3.90625000e-02,-199.25000000,-195.25000000,4.00000000e+00
1211,3.56250000,3.57226562,9.76562500e-03,-193.37500000,-191.37500000,2.00000000e+00
1212,5.01562500,4.95312500,6.25000000e-02,214.87500000,201.12500000,1.37500000e+01
1213,4.71093750,4.75000000,3.90625000e-02,-246.12500000,-240.25000000,5.87500000e+00
1214,5.12890625,5.14062500,1.17187500e-02,230.50000000,242.12500000,1.16250000e+01
1215,5.89062500,5.97656250,8.59375000e-02,-169.87500000,-179.62500000,9.75000000e+00
1216,3.53125000,3.50000000,3.12500000e-02,332.00000000,322.25000000,9.75000000e+00
1217,3.19140625,3.20117188,9.76562500e-03,199.25000000,210.00000000,1.07500000e+01
1218,4.50781250,4.52343750,1.56250000e-02,64.43750000,60.53125000,3.90625000e+00
1219,4.76562500,4.78515625,1.95312500e-02,-115.25000000,-119.12500000,3.87500000e+00
1220,2.74218750,2.75390625,1.17187500e-02,-343.75000000,-330.00000000,1.37500000e+01
1221,2.32812500,2.31640625,1.17187500e-02,-103.50000000,-109.37500000,5.87500000e+00
1222,4.65625000,4.76562500,1.09375000e-01,-39.06250000,-33.18750000,5.87500000e+00
1223,4.25781250,4.29687500,3.90625000e-02,19.53125000,17.57812500,1.95312500e+00
1224,4.96093750,4.99609375,3.51562500e-02,132.75000000,138.62500000,5.87500000e+00
1225,3.91796875,3.92773438,9.76562500e-03,203.12500000,209.00000000,5.87500000e+00
1226,7.26562500,7.19531250,7.03125000e-02,-621.00000000,-656.00000000,3.50000000e+01
1227,6.43750000,6.51953125,8.20312500e-02,31.25000000,25.39062500,5.85937500e+00
1228,3.04882812,3.03515625,1.36718750e-02,-29.29687500,-35.15625000,5.85937500e+00
1229,3.17187500,3.17968750,7.81250000e-03,-95.68750000,-101.56250000,5.87500000e+00
1230,3.33593750,3.32421875,1.17187500e-02,91.81250000,84.93750000,6.87500000e+00
1231,4.40234375,4.44140625,3.90625000e-02,113.25000000,109.37500000,3.87500000e+00
1232,6.39062500,6.49218750,1.01562500e-01,-283.25000000,-261.75000000,2.15000000e+01
1233,4.56250000,4.60546875,4.29687500e-02,-162.12500000,-160.12500000,2.00000000e+00
1234,5.67968750,5.74609375,6.64062500e-02,179.62500000,166.00000000,1.36250000e+01
1235,4.01562500,4.04296875,2.73437500e-02,30.26562500,27.34375000,2.92187500e+00
1236,6.11328125,6.15625000,4.29687500e-02,87.87500000,93.75000000,5.87500000e+00
1237,3.27148438,3.27929688,7.81250000e-03,-138.62500000,-127.93750000,1.06875000e+01
1238,6.28515625,6.35937500,7.42187500e-02,-99.62500000,-109.37500000,9.75000000e+00
1239,5.18750000,5.23828125,5.07812500e-02,199.25000000,197.25000000,2.00000000e+00
1240,5.89062500,6.02343750,1.32812500e-01,-27.34375000,-7.81250000,1.95312500e+01
1241,3.50390625,3.46875000,3.51562500e-02,154.25000000,144.50000000,9.75000000e+00
1242,4.86718750,4.91015625,4.29687500e-02,87.87500000,78.12500000,9.75000000e+00
1243,4.11328125,4.18359375,7.03125000e-02,-50.78125000,-56.62500000,5.84375000e+00
1244,3.62500000,3.66406250,3.90625000e-02,0.00000000,19.53125000,1.95312500e+01
1245,4.22265625,4.25781250,3.51562500e-02,-87.87500000,-89.81250000,1.93750000e+00
1246,5.32421875,5.37500000,5.07812500e-02,-46.87500000,-39.06250000,7.81250000e+00
1247,5.28906250,5.33593750,4.68750000e-02,-164.00000000,-183.62500000,1.96250000e+01
1248,4.04687500,4.09765625,5.07812500e-02,-128.87500000,-126.93750000,1.93750000e+00
1249,5.21875000,5.26171875,4.29687500e-02,-134.75000000,-148.37500000,1.36250000e+01
1250,3.44531250,3.43750000,7.81250000e-03,-45.90625000,-40.03125000,5.87500000e+00
1251,3.51953125,3.50781250,1.17187500e-02,222.62500000,218.75000000,3.87500000e+00
1252,4.41796875,4.45312500,3.51562500e-02,-42.96875000,-54.68750000,1.17187500e+01
1253,3.33203125,3.34375000,1.17187500e-02,-293.00000000,-298.75000000,5.75000000e+00
1254,2.94531250,2.91210938,3.32031250e-02,62.50000000,56.62500000,5.87500000e+00
1255,3.06054688,3.01562500,4.49218750e-02,2.92968750,-27.34375000,3.02734375e+01
1256,3.91406250,3.88281250,3.12500000e-02,-109.37500000,-113.25000000,3.87500000e+00
1257,5.95312500,6.00000000,4.68750000e-02,164.00000000,168.00000000,4.00000000e+00
1258,4.39062500,4.44531250,5.46875000e-02,121.06250000,121.06250000,0.00000000e+00
1259,5.24218750,5.31250000,7.03125000e-02,175.75000000,169.87500000,5.87500000e+00
1260,6.53515625,6.58593750,5.07812500e-02,60.53125000,70.31250000,9.78125000e+00
1261,3.59960938,3.61132812,1.17187500e-02,-39.06250000,-30.26562500,8.79687500e+00
1262,4.40625000,4.37109375,3.51562500e-02,-253.87500000,-240.25000000,1.36250000e+01
1263,4.63671875,4.68359375,4.68750000e-02,-209.00000000,-185.50000000,2.35000000e+01
1264,4.82031250,4.80468750,1.56250000e-02,31.25000000,27.34375000,3.90625000e+00
1265,6.28906250,6.36718750,7.81250000e-02,308.50000000,302.75000000,5.75000000e+00
1266,3.04882812,3.03515625,1.36718750e-02,-22.45312500,-13.67187500,8.78125000e+00
1267,3.10742188,3.10546875,1.95312500e-03,153.37500000,150.37500000,3.00000000e+00
1268,4.39843750,4.44531250,4.68750000e-02,-39.06250000,-21.48437500,1.75781250e+01
1269,4.75781250,4.76171875,3.90625000e-03,-117.18750000,-123.06250000,5.87500000e+00
1270,3.64453125,3.60156250,4.29687500e-02,445.25000000,421.75000000,2.35000000e+01
1271,2.49414062,2.47265625,2.14843750e-02,67.37500000,61.53125000,5.84375000e+00
1272,4.82812500,4.93750000,1.09375000e-01,144.50000000,142.62500000,1.87500000e+00
