step,baseline_loss,flat_buffer_loss,loss_diff,baseline_grad,flat_buffer_grad,grad_diff
233,6.65234375,6.67187500,1.95312500e-02,-115.25000000,-113.25000000,2.00000000e+00
234,6.21875000,6.20703125,1.17187500e-02,-570.50000000,-572.50000000,2.00000000e+00
235,6.18750000,6.18750000,0.00000000e+00,293.00000000,295.00000000,2.00000000e+00
236,6.55859375,6.55078125,7.81250000e-03,41.00000000,37.09375000,3.90625000e+00
237,5.74609375,5.74609375,0.00000000e+00,455.00000000,443.25000000,1.17500000e+01
238,7.67968750,7.67187500,7.81250000e-03,-66.37500000,-82.00000000,1.56250000e+01
239,6.71093750,6.71875000,7.81250000e-03,273.50000000,277.25000000,3.75000000e+00
240,7.42187500,7.41406250,7.81250000e-03,-289.00000000,-293.00000000,4.00000000e+00
241,4.96093750,4.96875000,7.81250000e-03,181.62500000,177.75000000,3.87500000e+00
242,5.85937500,5.87500000,1.56250000e-02,-154.25000000,-144.50000000,9.75000000e+00
243,5.84765625,5.85156250,3.90625000e-03,-433.50000000,-437.50000000,4.00000000e+00
244,4.72656250,4.74218750,1.56250000e-02,1.95312500,5.85937500,3.90625000e+00
245,5.92187500,5.92968750,7.81250000e-03,-457.00000000,-447.25000000,9.75000000e+00
246,7.18750000,7.19531250,7.81250000e-03,-101.56250000,-113.25000000,1.16875000e+01
247,7.03125000,7.03515625,3.90625000e-03,-46.87500000,-44.90625000,1.96875000e+00
248,5.38281250,5.39062500,7.81250000e-03,0.00000000,5.85937500,5.85937500e+00
249,6.51953125,6.52343750,3.90625000e-03,-173.87500000,-160.12500000,1.37500000e+01
250,4.19531250,4.19531250,0.00000000e+00,-84.00000000,-89.81250000,5.81250000e+00
251,4.99218750,4.99218750,0.00000000e+00,-140.62500000,-136.75000000,3.87500000e+00
252,5.83593750,5.83593750,0.00000000e+00,-160.12500000,-156.25000000,3.87500000e+00
253,5.07812500,5.06250000,1.56250000e-02,93.75000000,85.93750000,7.81250000e+00
254,4.39843750,4.39062500,7.81250000e-03,66.37500000,58.59375000,7.78125000e+00
255,4.71093750,4.71093750,0.00000000e+00,171.87500000,168.00000000,3.87500000e+00
