step,baseline_loss,flat_buffer_loss,loss_diff,baseline_grad,flat_buffer_grad,grad_diff
238,6.25781250,6.25781250,0.00000000e+00,-445.25000000,-457.00000000,1.17500000e+01
239,6.54687500,6.53515625,1.17187500e-02,423.75000000,425.75000000,2.00000000e+00
240,7.48046875,7.46484375,1.56250000e-02,341.75000000,330.00000000,1.17500000e+01
241,4.10156250,4.10156250,0.00000000e+00,-126.93750000,-136.75000000,9.81250000e+00
242,5.54687500,5.53906250,7.81250000e-03,121.06250000,123.06250000,2.00000000e+00
243,4.59375000,4.58593750,7.81250000e-03,-101.56250000,-109.37500000,7.81250000e+00
244,4.02343750,4.05078125,2.73437500e-02,-220.75000000,-205.12500000,1.56250000e+01
245,6.46875000,6.47656250,7.81250000e-03,-476.50000000,-484.25000000,7.75000000e+00
246,6.43750000,6.42578125,1.17187500e-02,-271.50000000,-281.25000000,9.75000000e+00
247,6.14062500,6.10156250,3.90625000e-02,-3.90625000,-25.39062500,2.14843750e+01
248,5.55468750,5.55859375,3.90625000e-03,54.68750000,48.81250000,5.87500000e+00
249,6.16796875,6.18750000,1.95312500e-02,226.50000000,216.75000000,9.75000000e+00
250,3.92968750,3.91601562,1.36718750e-02,-121.06250000,-131.87500000,1.08125000e+01
251,4.14843750,4.15234375,3.90625000e-03,-23.43750000,-39.06250000,1.56250000e+01
252,5.08593750,5.10937500,2.34375000e-02,-402.25000000,-388.75000000,1.35000000e+01
253,4.05468750,4.07031250,1.56250000e-02,-367.25000000,-347.75000000,1.95000000e+01
254,4.21875000,4.23437500,1.56250000e-02,-226.50000000,-224.62500000,1.87500000e+00
255,3.90625000,3.93359375,2.73437500e-02,-312.50000000,-306.75000000,5.75000000e+00
256,5.37890625,5.37500000,3.90625000e-03,283.25000000,279.25000000,4.00000000e+00
257,8.13281250,8.12500000,7.81250000e-03,449.25000000,425.75000000,2.35000000e+01
258,5.89843750,5.92578125,2.73437500e-02,-113.25000000,-107.43750000,5.81250000e+00
259,5.98437500,5.99218750,7.81250000e-03,277.25000000,285.25000000,8.00000000e+00
260,6.78125000,6.82812500,4.68750000e-02,19.53125000,39.06250000,1.95312500e+01
261,5.12109375,5.17968750,5.85937500e-02,142.62500000,160.12500000,1.75000000e+01
262,6.83593750,6.83984375,3.90625000e-03,332.00000000,326.25000000,5.75000000e+00
263,6.49218750,6.53125000,3.90625000e-02,128.87500000,109.37500000,1.95000000e+01
264,6.13281250,6.14843750,1.56250000e-02,-89.81250000,-93.75000000,3.93750000e+00
265,7.16406250,7.19531250,3.12500000e-02,-117.18750000,-105.43750000,1.17500000e+01
266,5.44531250,5.44531250,0.00000000e+00,132.75000000,121.06250000,1.16875000e+01
267,3.93750000,3.96484375,2.73437500e-02,-101.56250000,-101.56250000,0.00000000e+00
268,6.45312500,6.52343750,7.03125000e-02,437.50000000,461.00000000,2.35000000e+01
269,6.78906250,6.78906250,0.00000000e+00,547.00000000,547.00000000,0.00000000e+00
270,5.46484375,5.47656250,1.17187500e-02,418.00000000,421.75000000,3.75000000e+00
271,3.58789062,3.62109375,3.32031250e-02,8.78906250,21.48437500,1.26953125e+01
272,4.94140625,4.94531250,3.90625000e-03,-255.87500000,-265.50000000,9.62500000e+00
273,5.92968750,5.92187500,7.81250000e-03,97.62500000,66.37500000,3.12500000e+01
274,6.01562500,6.01562500,0.00000000e+00,107.43750000,103.50000000,3.93750000e+00
275,5.45703125,5.47656250,1.95312500e-02,-142.62500000,-144.50000000,1.87500000e+00
276,10.99218750,11.00781250,1.56250000e-02,11.71875000,19.53125000,7.81250000e+00
277,7.35937500,7.36718750,7.81250000e-03,-414.00000000,-421.75000000,7.75000000e+00
278,3.96484375,3.98437500,1.95312500e-02,33.18750000,42.00000000,8.81250000e+00
279,4.28515625,4.29687500,1.17187500e-02,84.00000000,82.00000000,2.00000000e+00
280,4.62500000,4.59765625,2.73437500e-02,230.50000000,214.87500000,1.56250000e+01
281,4.93750000,4.95312500,1.56250000e-02,-740.00000000,-732.50000000,7.50000000e+00
282,7.14062500,7.15625000,1.56250000e-02,97.62500000,105.43750000,7.81250000e+00
283,5.73437500,5.72656250,7.81250000e-03,-35.15625000,-39.06250000,3.90625000e+00
284,5.75781250,5.72265625,3.51562500e-02,-21.48437500,-9.76562500,1.17187500e+01
285,4.58593750,4.58593750,0.00000000e+00,-136.75000000,-140.62500000,3.87500000e+00
286,5.81250000,5.83203125,1.95312500e-02,-58.59375000,-56.62500000,1.96875000e+00
287,4.63281250,4.56250000,7.03125000e-02,240.25000000,203.12500000,3.71250000e+01
288,7.70703125,7.75000000,4.29687500e-02,742.00000000,754.00000000,1.20000000e+01
289,5.25781250,5.26953125,1.17187500e-02,-433.50000000,-439.50000000,6.00000000e+00
290,7.26953125,7.27343750,3.90625000e-03,87.87500000,84.00000000,3.87500000e+00
291,3.81250000,3.83203125,1.95312500e-02,-531.00000000,-533.00000000,2.00000000e+00
292,5.44140625,5.44140625,0.00000000e+00,33.18750000,39.06250000,5.87500000e+00
293,4.41406250,4.44531250,3.12500000e-02,19.53125000,17.57812500,1.95312500e+00
294,3.86914062,3.90039062,3.12500000e-02,55.65625000,49.81250000,5.84375000e+00
295,6.73828125,6.75000000,1.17187500e-02,25.39062500,134.75000000,1.09359375e+02
296,6.82031250,6.83593750,1.56250000e-02,136.75000000,132.75000000,4.00000000e+00
297,6.62890625,6.62109375,7.81250000e-03,459.00000000,459.00000000,0.00000000e+00
298,5.75000000,5.76171875,1.17187500e-02,285.25000000,267.50000000,1.77500000e+01
299,5.94921875,5.96093750,1.17187500e-02,105.43750000,109.37500000,3.93750000e+00
300,3.79492188,3.79687500,1.95312500e-03,-79.12500000,-84.93750000,5.81250000e+00
301,4.49218750,4.51562500,2.34375000e-02,242.12500000,234.37500000,7.75000000e+00
302,5.88281250,5.87500000,7.81250000e-03,558.50000000,543.00000000,1.55000000e+01
303,4.36718750,4.39062500,2.34375000e-02,-66.37500000,-64.43750000,1.93750000e+00
304,4.60937500,4.62500000,1.56250000e-02,236.37500000,240.25000000,3.87500000e+00
305,4.09375000,4.11328125,1.95312500e-02,-62.50000000,-58.59375000,3.90625000e+00
306,5.29296875,5.35156250,5.85937500e-02,390.50000000,418.00000000,2.75000000e+01
