================================================================================
BASELINE ADAMW PROFILING SUMMARY - facebook/opt-6.7b
================================================================================

Model: facebook/opt-6.7b
Task: SST2
Batch Size: 4
Max Length: 512
Steps: 5
Dtype: float16
torch.compile: False

--- CPU Time (sorted by total time) ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           aten::arange         0.01%      95.000us         0.01%     219.000us      21.900us       3.000us         0.00%       5.000us       0.500us           0 b           0 b       5.00 Kb         512 b            10            --  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us      89.742ms         3.56%      89.742ms      52.206us           0 b           0 b           0 b           0 b          1719            --  
                                          ProfilerStep*         0.01%     160.000us        86.74%        1.575s     314.931ms       0.000us         0.00%        1.048s     209.672ms       3.12 Kb           0 b       3.00 Kb           0 b             5            --  
                                        training_step_3         0.03%     601.000us        16.85%     305.920ms     305.920ms       0.000us         0.00%     233.702ms     233.702ms         704 b           0 b           0 b           0 b             1            --  
enumerate(DataLoader)#_SingleProcessDataLoaderIter._...         0.04%     737.000us         0.08%       1.373ms     274.600us       0.000us         0.00%       0.000us       0.000us       8.19 Kb           0 b           0 b           0 b             5            --  
                                             aten::full         0.01%     142.000us         0.02%     369.000us      24.600us       0.000us         0.00%       5.000us       0.333us       8.19 Kb         896 b      18.00 Kb           0 b            15            --  
                                            aten::fill_         0.03%     493.000us         0.05%     945.000us      13.500us       1.400ms         0.06%       1.400ms      20.000us         352 b         352 b           0 b           0 b            70            --  
                                           aten::select         0.01%     208.000us         0.01%     234.000us       3.900us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            60            --  
                                       aten::as_strided         0.09%       1.629ms         0.09%       1.629ms       0.224us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          7270            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 1.815s
Self CUDA time total: 2.521s
