================================================================================
DiZO PROFILING SUMMARY - facebook/opt-350m
================================================================================

Model: facebook/opt-350m
Task: SST2
Batch Size: 4
Steps: 5

--- CPU Time (sorted by total time) ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::fill_         0.08%     300.000us         0.13%     524.000us       7.486us      54.000us         0.01%      54.000us       0.771us         960 b         960 b           0 b           0 b            70            --  
                                           aten::select         0.04%     159.000us         0.04%     179.000us       2.237us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            80            --  
                                       aten::as_strided         0.15%     601.000us         0.15%     601.000us       0.153us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          3940            --  
                                            aten::slice         0.07%     267.000us         0.07%     281.000us       1.653us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           170            --  
                                            aten::copy_         2.04%       8.159ms         3.94%      15.746ms       9.903us       3.450ms         0.83%       3.529ms       2.219us          -8 b          -8 b           0 b           0 b          1590            --  
                                         aten::_to_copy         0.61%       2.433ms         2.59%      10.334ms      19.137us       0.000us         0.00%     639.000us       1.183us         -80 b         -80 b      26.58 Mb           0 b           540            --  
                                        cudaMemcpyAsync         0.46%       1.839ms         0.46%       1.839ms       6.568us      12.000us         0.00%      12.000us       0.043us           0 b           0 b           0 b           0 b           280            --  
                                  cudaStreamSynchronize         0.34%       1.347ms         0.34%       1.347ms       5.181us      14.000us         0.00%      14.000us       0.054us           0 b           0 b           0 b           0 b           260            --  
                                           data_loading         0.00%       0.000us         0.00%       0.000us       0.000us     116.000us         0.03%     116.000us      23.200us           0 b           0 b           0 b           0 b             5            --  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           250            --  
                                  cudaStreamIsCapturing         0.00%       7.000us         0.00%       7.000us       0.004us      71.000us         0.02%      71.000us       0.036us           0 b           0 b           0 b           0 b          1953            --  
                                          aten::normal_         3.12%      12.464ms         4.77%      19.049ms       9.921us       3.840ms         0.92%       3.987ms       2.077us           0 b           0 b           0 b           0 b          1920            --  
                                        zo_perturb_+eps         0.00%       0.000us         0.00%       0.000us       0.000us      29.544ms         7.09%      29.544ms       5.909ms           0 b           0 b           0 b           0 b             5            --  
void at::native::(anonymous namespace)::distribution...         0.00%       0.000us         0.00%       0.000us       0.000us       3.840ms         0.92%       3.840ms       2.000us           0 b           0 b           0 b           0 b          1920            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.080ms         0.98%       4.080ms       1.000us           0 b           0 b           0 b           0 b          4080            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.905ms         0.70%       2.905ms       1.003us           0 b           0 b           0 b           0 b          2895            --  
                                             aten::view         0.25%       1.016ms         0.25%       1.016ms       0.154us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          6590            --  
                                        aten::embedding         0.03%     132.000us         0.19%     764.000us      38.200us       0.000us         0.00%      60.000us       3.000us           0 b           0 b       3.42 Mb           0 b            20            --  
                                          aten::reshape         0.57%       2.282ms         1.79%       7.161ms       2.923us       0.000us         0.00%     720.000us       0.294us           0 b           0 b      54.75 Mb           0 b          2450            --  
                                     aten::index_select         0.08%     316.000us         0.15%     589.000us      29.450us      59.000us         0.01%      60.000us       3.000us           0 b           0 b       3.42 Mb           0 b            20            --  
                                           zo_forward_1         0.00%       0.000us         0.00%       0.000us       0.000us     129.850ms        31.18%     129.850ms      25.970ms           0 b           0 b           0 b           0 b             5            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 399.286ms
Self CUDA time total: 416.416ms
